places,state,type,rating,description,best_time_to_visit,avg_accommodation_cost/day(Rs)
Koti Lingala,telangana,Religious,4.4,"Situated on the banks of the Godavari river, Koti Lingala is a popular Hindu pilgrimage site in the Jagtial district of Telangana. Nestled in the lap of nature, amidst hills and lush greenery, it is considered one of the 16 great janapadas of the country's ancient heritage. Best known for the S...",April - June,3229.855
Somasila,telangana,Historical,4.3,"Somasila is a temple town in Telangana that has recently been developed as an eco-tourism project. Well-known for its 7th Century Lalitha Someswara Swamy Temple, the village is home to 15 Shiva temples. Home to a number of temples dedicated to Lord Shiva, the Krishna River as well as natural beauty,...",March - September,3118.42
Amrabad Tiger Reserve,telangana,Adventure,4.1,"The Amrabad Tiger Reserve is located in the Nagarkurnool and Nalgonda districts in the southern part of Telangana. Spread over 2611.4 square kilometers, it is one of the largest tiger reserves in India. Built in 1987, this establishment was declared as a Project Tiger Reserve in 1993. The Amrabad Ti...",May - October,3797.06
Agra,uttar-pradesh,Historical,3.9,"Located on the banks of River Yamuna in Uttar Pradesh, Agra is a popular tourist destination as it is home to one of the 7 wonders of the world, the Taj Mahal. It is a sneak peek into the architectural history and legacy of the Mughal empire with two other UNESCO World Heritage S...",April - June,4129.35
Lucknow,uttar-pradesh,Historical,4.4,"The capital and the largest city of Uttar Pradesh, Lucknow, situated on the banks of river Gomti, welcomes you with a heartwarming note of ""Muskuraiyein, kyunki aap Lucknow mein hai"". A city of kebabs and nawabs, of architecture and history, of literature and culture – that is Lucknow in a nuts...",April - June,3605.24
Prayagraj,uttar-pradesh,Religious,4.2,"Prayagraj, formerly known as Allahabad, is a city located in the Indian state of Uttar Pradesh. Reminiscent of all that is spiritual and sacred in Hinduism, Prayagraj is famous for Triveni Sangam or the meeting point of three rivers - the Ganga, the Yamuna, and the Saraswati. Built on the site ...",April - June,3229.855
Vindhyachal,uttar-pradesh,Religious,3.8,Vindhyachal is a famous Hindu pilgrimage spot closer to Mirzapur and Varanasi and has several temples in the vicinity with their own interesting stories. This town is situated on the banks of holy river Ganga and people come here to take a dip into it to pray to Goddess Ganga.,April - June,4168.09
Dudhwa National Park,uttar-pradesh,Adventure,4.0,"Nestled in the Lakhimpur-Kheri District of Uttar Pradesh on Indo-Nepal border, Dudhwa National Park is all about wildlife, nature and diversity and is a perfect getaway for nature buffs and wildlife lovers.",April - June,2556.69
National Chambal Wildlife Sanctuary,uttar-pradesh,Adventure,3.8,"Just a 1 hour drive down from Agra, this is a perfect destination for the wildlife enthusiasts. It is a habitat of some of the most endangered species, but the main attraction here are, Gharial, Red crowned turtles, Gangetic Dolphins, Indian skimmers, among others.",April - June,2918.08
Jhansi,uttar-pradesh,Historical,4.1,"The city of Jhansi in Uttar Pradesh is a definite addition to every history buff or traveller who sets foot in this state. Sitting at the very south in the Bundelkhand region and built on the banks of the Betwa and Pahunch rivers, Jhansi is popular as the place where Rani Laxmi Bai, who is...",April - June,2127.74
Hastinapur,uttar-pradesh,Religious,4.3,"Hastinapur is an ancient town which was the centre to the glorious tales of the epic Mahabharata. Situated on the banks of Ganga near Meerut in UP, Hastinapur is also the birth place of three Jain Teerthankara, and it has become an important centre of pilgrimage for the Jains.",April - June,1633.15
Noida,uttar-pradesh,Historical,4.3,"A part of the National Capital Region, Noida, with the inauguration of Budhh international circuit for the formula one racing, Sunburn arena where international artists perform, and upcoming projects of one of the tallest buildings in North India. Noida is just busy running towards faster growth. No...",April - June,2847.44
Kanpur,uttar-pradesh,Historical,4.4,"Situated on the banks of Ganges, Kanpur is one of the largest cities of Uttar Pradesh, and the industrial capital of the state known for its chemical, textile and leather industries. Known for its immense human resource, it has also earned a reputation as the eleventh most populous agglomeratio...",April - June,2059.42
Muzaffarnagar,uttar-pradesh,Historical,4.8,"Muzaffarnagar is a municipal board in Muzaffarnagar district of Uttar Pradesh which is also the headquarter of the district. Located in the centre of the highly-fertile upper Ganga-Yamuna Doab region on the Delhi-Haridwar highway, Muzaffarnagar is one of the most prosperous cities of the state ...",April - June,3175.18
Ghaziabad,uttar-pradesh,Historical,3.9,"Ghaziabad can be best described as the ""Gateway to Uttar Pradesh"". Although geographically located in Uttar Pradesh, it forms part of the Delhi NCR (National Capital Region). Given its proximity to the national capital, the social life of the rapidly developing town is intertwined with that of Delhi...",April - June,1963.08
Meerut,uttar-pradesh,Historical,4.3,"Rich culture, stunning monuments, significant history and lip-smacking cuisine awaits you at Meerut. This historical city located in the state of Uttar Pradesh sits at a distance of about seventy kilometres from New Delhi, forming part of the National Capital Region (Delhi-NCR). With an exciting pas...",April - June,2656.58
Aligarh,uttar-pradesh,Historical,2.5,"Nestled in the populous state of Uttar Pradesh, Aligarh has grown as a prominent educational and commercial centre in Northern India. Known as Kol or Koli in the ancient times, the city is said to have been founded by the Dor Rajputs in 372 AD and has housed the famous Aligarh Muslim University sinc...",April - June,1716.38
Firozabad,uttar-pradesh,Historical,4.1,"Firozabad is a city located in the state of Uttar Pradesh, at distance of 40 kilometer from Agra. Firozabad is dotted with specialty shops offering dainty glassware, colourful beads and dazzling bangles, a thriving industry for which the city has received much International acclaim. As a result of t...",April - June,1473.49
Loni,uttar-pradesh,Historical,4.0,"Loni, a surprisingly less known town in Ghaziabad, Uttar Pradesh, is a place of religious significance. The historical site is connected to many Hindu mythological stories. There are also many significant temples around the city. The Loni Fort being another attraction in the city is believed to...",April - June,6845.4
Barsana,uttar-pradesh,Religious,4.0,"Barsana is a place of historical significance which is located in the district of Mathura at Uttar Pradesh, India. The town is nicknamed as the Birthplace of Radha Rani as the Hindu goddess Radha (Lord Krishna's consort) was born in this city. Barsana is also popular for the grand celebration p...",April - June,2506.22
Garhmukteshwar,uttar-pradesh,Religious,4.3,"At just about 110 km from Delhi, Garhmukteshwar is a heritage town that dates back to having been part of ancient Hastinapur. It currently falls in the Hapur District of Uttar Pradesh. One of the famous road trip routes from Delhi, this is the closest point where one can take a bath in the Holy Gang...",April - June,1715.44
Bateshwar Temples,uttar-pradesh,Religious,3.5,"With a backstory that is ironic to the infinite calm that they offer, Bateshwar Temples is situated in the ghats of Chambal. It is believed that some of the most infamous and sought after dacoits of the Chambal Region had made it their hiding place. The complex was in a shoddy shape until the Archae...",April - June,3229.855
Dewa Sharif,uttar-pradesh,Religious,4.0,"Situated in the Barabanki district of Uttar Pradesh, 25 kms away from Lucknow, Dewa or Dewa Sharif is a small town which is renowned world wide for the shrine of Haji Waris Ali Shah. Considered to be a prominent site of Muslim heritage, the shrine also has a mosque and a khankah within the premises,...",April - June,3229.855
Bithoor,uttar-pradesh,Historical,5.0,"Bithoor is a quaint little town nestled away in the Kanpur district of Uttar Pradesh, acclaimed for being an important hub of pilgrimage for Hindus. Along with its religious significance, Bithoor also has a good share of historical places of interest. Bithoor is immersed in local legends, religious ...",April - June,3118.42
Nawabganj Bird Sanctuary,uttar-pradesh,Adventure,4.3,"Also known as Shahid Chandra Shekhar Azad Bird Sanctuary, the Nawabganj Bird Sanctuary is located in Unnao near Lucknow. Engulfed by dense forests, this bird sanctuary is home to over 250 species birds and is also a great place to spot other wildlife.",April - June,3797.06
Fort of Unchagaon,uttar-pradesh,Historical,4.4,Fort Unchagaon is not just an exceptional heritage resort but also a spectacular weekend getaway. Situated majestically in the village of Unchagaon which is close to Garh Mukteshwar on Moradabad – New Delhi National Highway in the state of Uttar Pradesh.,April - June,3118.42
Naimisharanya,uttar-pradesh,Religious,4.6,"Located on the banks of Gomti River in Sitapur district of the northern state of Uttar Pradesh, Naimisharanya is a revered Hindu temple enshrined by the God Vishnu. Also known as Nimsar, Neemsar or Nimkhar, it is one of the ‘Divya Desams’ i.e. one of the 108 Vishnu temples mentioned in the works of ...",April - June,3229.855
